번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
153,091590,남화토건,064101,건물 건설업,"11,740,000","5,870,000,000","500",원(KRW),062-520-1072,전라남도 화순군 화순읍 벽라1길 40 ,1467
154,168330,내츄럴엔도텍,137001,자연과학 및 공학 연구개발업,"20,665,822","10,332,911,000","500",원(KRW),070-4601-3139,"경기도 성남시 분당구 판교로 255 번길 58, 에이동 301호 ",1467
155,056000,네스엠,105802,소프트웨어 개발 및 공급업,"19,720,225","9,860,112,500","500",원(KRW),02-557-9482,서울특별시 강남구 언주로 540 코원타워 5층,1467
156,253590,네오셈,032902,특수 목적용 기계 제조업,"37,575,588","3,757,558,800","100",원(KRW),031-8091-0853,경기도 안양시 동안구 시민대로327번길 12-26 주식회사 네오셈,1467
157,212560,네오오토,033003,자동차 신품 부품 제조업,"7,874,963","3,937,481,500","500",원(KRW),02-732-2871,"서울특별시 종로구 새문안로5길 19 6층(당주동, 로얄빌딩)",1467
158,095660,네오위즈,105802,소프트웨어 개발 및 공급업,"22,033,719","11,016,859,500","500",원(KRW),031-8023-6600,경기도 성남시 분당구 대왕판교로645번길 14네오위즈판교타워 ,1467
159,042420,네오위즈홀딩스,105802,소프트웨어 개발 및 공급업,"8,856,866","4,653,433,000","500",원(KRW),031-8023-6503,경기도 성남시 분당구 대왕판교로645번길 14네오위즈판교타워 ,1467
160,311390,네오크레마,031007,기타 식품 제조업,"7,315,995","3,657,997,500","500",원(KRW),02-401-4088,"서울특별시 송파구 중대로 211(가락동, 나은빌딩) ",1467
161,085910,네오티스,033003,자동차 신품 부품 제조업,"11,013,678","5,506,839,000","500",원(KRW),031-671-0170,경기도 안성시  죽산면 용대길 38-9 ,1467
162,092730,네오팜,032004,기타 화학제품 제조업,"8,207,361","4,103,680,500","500",원(KRW),042-864-0038,대전 유성구 탑립동 928번지 ,1467
163,290660,네오펙트,032701,의료용 기기 제조업,"18,906,280","9,453,140,000","500",원(KRW),031-889-8521,경기도 성남시 수정구 창업로 42 판교제2테크노밸리 경기기업성장센터 801호,1467
164,306620,네온테크,032902,특수 목적용 기계 제조업,"37,207,622","3,720,762,200","100",원(KRW),02-369-3972,경기도 안양시 동안구 부림로 146 네온테크 -,1467
165,153460,네이블커뮤니케이션즈,105802,소프트웨어 개발 및 공급업,"6,530,014","3,265,007,000","500",원(KRW),070-7780-9910,"서울특별시 강남구 학동로 401 8층(청담동, 금하빌딩) ",1467
166,007390,네이처셀,032101,기초 의약물질 및 생물학적 제제 제조업,"61,190,399","30,595,199,500","500",원(KRW),02-545-4137,서울특별시 영등포구 국회대로76길 10 5층 ,1467
167,033640,네패스,032601,반도체 제조업,"23,059,202","11,629,601,000","500",원(KRW),02-3470-2700,충청북도 음성군 삼성면 금일로965번길 105 ,1467
168,330860,네패스아크,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,782,436","5,391,218,000","500",원(KRW),043-240-0230,충청북도 청주시 청원구 오창읍 과학산업2로 587-32 ,1467
169,089140,넥스턴,032301,유리 및 유리제품 제조업,"11,846,520","5,923,260,000","500",원(KRW),031-288-2088,경기도 용인시 기흥구 기흥단지로121번길 35 (고매동),1467
170,065170,넥스트BT,074603,음·식료품 및 담배 도매업,"86,996,089","43,498,044,500","500",원(KRW),02-3401-4490,충청북도 음성군 삼성면 대양로 193-12 ,1467
171,137940,넥스트아이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","77,116,173","7,927,357,300","100",원(KRW),031-478-2700,경기도 안양시 동안구 동편로 13번길65 넥스트아이빌딩 ,1467
172,348210,넥스틴,032902,특수 목적용 기계 제조업,"3,159,800","1,579,900,000","500",원(KRW),031-629-2300,경기도 화성시 동탄산단9길 23-12 ,1467
173,041140,넥슨지티,105802,소프트웨어 개발 및 공급업,"35,373,322","17,686,661,000","500",원(KRW),02-525-6603,"경기도 성남시 분당구 판교로 256번길 25 (삼평동, 판교테크노밸리 씨3-7비동)",1467
174,217270,넵튠,105802,소프트웨어 개발 및 공급업,"23,707,586","11,853,793,000","500",원(KRW),031-698-3498,"경기도 성남시 분당구 성남대로331번길 8 601호(정자동, 킨스타워)",1467
175,225570,넷게임즈,105802,소프트웨어 개발 및 공급업,"28,838,832","14,419,416,000","500",원(KRW),02-750-5644,"서울특별시 강남구 남부순환로 2621 5층(도곡동, 에스앤아이강남빌딩) ",1467
176,104620,노랑풍선,147502,여행사 및 기타 여행보조 서비스업,"4,765,650","2,382,825,000","500",원(KRW),02-1544-2288,"서울특별시 중구 수표로 31 (저동2가, 노랑풍선빌딩)",1467
177,194700,노바렉스,031007,기타 식품 제조업,"9,003,740","4,501,870,000","500",원(KRW),02-587-0019,충청북도 청주시 청원구 오창읍 각리1길 94 &nbsp,1467
178,285490,노바텍,033309,그외 기타 제품 제조업,"5,021,338","2,510,669,000","500",원(KRW),031-627-5290,"경기도 용인시 기흥구 흥덕중앙로 120 1101호, 1105호, 1106호, 1107호, 1111호,1112호, 1113호(영덕동, 유타워) ",1467
179,278650,노터스,137001,자연과학 및 공학 연구개발업,"7,619,368","761,936,800","100",원(KRW),032-833-8899,인천광역시 연수구 아카데미로79번길 38 - ,1467
180,144510,녹십자랩셀,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,554,054","5,277,027,000","500",원(KRW),031-260-9300,경기도 용인시 기흥구 이현로30번길 107 &nbsp,1467
181,031390,녹십자셀,032101,기초 의약물질 및 생물학적 제제 제조업,"12,503,685","6,251,842,500","500",원(KRW),02-2101-0635,경기도 용인시 기흥구 이현로30번길 107 GC녹십자셀센터,1467
182,142280,녹십자엠에스,032103,의료용품 및 기타 의약 관련제품 제조업,"21,117,283","10,558,641,500","500",원(KRW),031-260-9300,경기도 용인시 기흥구 이현로30번길 107 &nbsp,1467
183,234690,녹십자웰빙,032102,의약품 제조업,"17,752,276","8,876,138,000","500",원(KRW),031-629-8600,"경기도 성남시 분당구 황새울로 246, 비동 7층(수내동, 도담빌딩) ",1467
184,065560,녹원씨엔아이,031801,인쇄 및 인쇄관련 산업,"17,260,625","8,720,892,000","500",원(KRW),02-2025-6500,경기도 파주시 신촌2로 7-12 -,1467
185,054050,농우바이오,010101,작물 재배업,"16,030,561","8,015,280,500","500",원(KRW),031-213-4321,경기도 수원시 영통구 센트럴타운로 114-8(이의동)농우바이오 ,1467
186,040160,누리텔레콤,105802,소프트웨어 개발 및 공급업,"12,055,535","6,027,767,500","500",원(KRW),02-781-0700,서울특별시 서초구 사평대로 16(방배동 750-14번지) ,1467
187,069140,누리플랜,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","7,102,743","3,551,371,500","500",원(KRW),031-997-9097,경기도 김포시  대곶면 대곶로202번길 191 ,1467
188,126870,뉴로스,032901,일반 목적용 기계 제조업,"29,837,372","14,918,686,000","500",원(KRW),042-865-7300,대전광역시 유성구 테크노2로 274 (탑립동),1467
189,060260,뉴보텍,032202,플라스틱제품 제조업,"33,433,750","16,716,875,000","500",원(KRW),033-734-6001,강원도 원주시 태장공단길 42-6 - ,1467
190,012340,뉴인텍,032602,전자부품 제조업,"30,044,502","15,022,251,000","500",원(KRW),041 -541 -8100,충청남도 아산시 음봉면 음봉면로 243 ,1467
191,214870,뉴지랩,032604,통신 및 방송 장비 제조업,"29,229,188","14,614,594,000","500",원(KRW),032-683-7903,경기도 부천시 오정구 신흥로362번길 23 (내동) ,1467
192,270870,뉴트리,031007,기타 식품 제조업,"9,113,224","4,556,612,000","500",원(KRW),031-776-3494,서울시 송파구 백제고분로 27길 6-14 (삼전동 101-3) -,1467
193,144960,뉴파워프라즈마,032902,특수 목적용 기계 제조업,"43,692,624","4,369,262,400","100",원(KRW),031-612-7600,경기도 수원시 권선구 산업로155번길 214 (주)뉴파워프라즈마 ,1467
194,900100,뉴프라이드,074502,자동차 부품 및 내장품 판매업,"123,580,314","370,741","0.003",미국달러(USD),1-310-631-7000,"5809 Smithway st., Commerce, CA 90040 -",1467
195,085670,뉴프렉스,032602,전자부품 제조업,"21,769,590","10,884,795,000","500",원(KRW),031-494-9325,경기 안산시 단원구 신길동 1055603-4호 ,1467
196,119860,다나와,105802,소프트웨어 개발 및 공급업,"13,074,822","6,537,411,000","500",원(KRW),1688-2450,서울특별시 양천구  목동동로 233-1 501호,1467
197,064260,다날,105802,소프트웨어 개발 및 공급업,"68,949,040","34,474,520,000","500",원(KRW),031-697-1004,"경기도 성남시 분당구 분당로 55, 9층(서현동, 분당퍼스트타워) ",1467
198,093640,다믈멀티미디어,032601,반도체 제조업,"12,600,336","6,300,168,000","500",원(KRW),02-595-5197,"서울특별시 서초구 서초대로 67 성령빌딩 (방배동 869-9,11) 2층 ",1467
199,039560,다산네트웍스,032604,통신 및 방송 장비 제조업,"35,090,068","18,773,496,500","500",원(KRW),070-7010-1000,경기도 성남시 분당구 대왕판교로644번길 49 다산타워 ,1467
200,032190,다우데이타,074605,기계장비 및 관련 물품 도매업,"38,300,000","19,150,000,000","500",원(KRW),02-3410-5100,"서울특별시 마포구 독막로 311 염리동, 재화스퀘어 5층, 11층 ",1467
201,068240,다원시스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","27,064,407","13,532,203,500","500",원(KRW),031-8085-3010,경기도 안산시 단원구 시화호수로 485(성곡동) (주) 다원시스,1467
202,020400,대동금속,032403,금속 주조업,"2,607,711","2,607,711,000","1,000",원(KRW),053 -610 -5030,대구광역시 달성군  논공읍 논공로 602 ,1467
203,008830,대동기어,032902,특수 목적용 기계 제조업,"8,987,520","4,493,760,000","500",원(KRW),055 -851 -2311,경상남도 사천시  사남면 공단1로 42 (주)대동기어 ,1467
204,048470,대동스틸,032401,1차 철강 제조업,"10,000,000","5,000,000,000","500",원(KRW),(02)780-4448,인천광역시 남동구 앵고개로622번길 29 남동공단 165B-1L 고잔동,1467
205,004780,대륙제관,032509,기타 금속 가공제품 제조업,"15,903,199","7,951,599,500","500",원(KRW),02-6003-0600,서울특별시 강남구 역삼로 221 ,1467
206,017650,대림제지,031709,기타 종이 및 판지 제품 제조업,"9,000,000","4,500,000,000","500",원(KRW),031 -373 -7670,경기 오산시 누읍동 7 ,1467
207,007720,대명소노시즌,074608,상품 종합 도매업,"100,800,450","50,400,225,000","500",원(KRW),02-2222-7500,강원도 홍천군 서면 한치골길 262 ,1467
208,317850,대모,032902,특수 목적용 기계 제조업,"8,324,420","4,162,210,000","500",원(KRW),0314886000,경기도 시흥시 엠티브이26로58번길 56 -,1467
209,290670,대보마그네틱,032809,기타 전기장비 제조업,"7,119,459","3,559,729,500","500",원(KRW),031-354-3960,경기도 화성시 팔탄면 현대기아로 25-13 ,1467
210,078140,대봉엘에스,032102,의약품 제조업,"11,086,579","5,543,289,500","500",원(KRW),032-817-8800,인천광역시 남동구  능허대로649번길 123 ,1467
211,036480,대성미생물,032102,의약품 제조업,"3,800,000","1,900,000,000","500",원(KRW),02-553-1104,경기도 의왕시  덕영대로 103 ,1467
212,025440,대성엘텍,032605,영상 및 음향기기 제조업,"99,661,343","49,830,671,500","500",원(KRW),02-867-0061,서울 금천구 가산동 60-19 번지 ,1467
213,027830,대성창투,116402,신탁업 및 집합투자업,"40,000,000","20,000,000,000","500",원(KRW),02-559-2900,서울특별시 강남구 역삼로 165 해성빌딩4층 ,1467
214,104040,대성파인텍,033003,자동차 신품 부품 제조업,"31,301,281","3,130,128,100","100",원(KRW),055-289-4883,경상남도 창원시 성산구 남면로 627 (외동) ,1467
215,332290,대신밸런스제7호스팩,116601,금융 지원 서비스업,"5,205,000","520,500,000","100",원(KRW),02-769-3635,서울특별시 중구 삼일대로 343 &nbsp;,1467
216,336570,대신밸런스제8호스팩,116601,금융 지원 서비스업,"5,610,000","561,000,000","100",원(KRW),02-769-3635,서울특별시 중구 삼일대로 343 &nbsp;,1467
217,369370,대신밸런스제9호스팩,116601,금융 지원 서비스업,"4,210,000","421,000,000","100",원(KRW),02-769-2239,서울특별시 중구 삼일대로 343 ,1467
218,020180,대신정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","38,428,915","19,214,457,500","500",원(KRW),02  -2107-5009,"광주광역시 서구 상무중앙로 110(치평동, 우체국보험광주회관) ",1467
219,045390,대아티아이,032809,기타 전기장비 제조업,"71,151,522","7,115,152,200","100",원(KRW),032-680-0800,경기도 부천시 오정구 수도로 139 ,1467
220,108380,대양전기공업,033101,선박 및 보트 건조업,"9,567,333","4,783,666,500","500",원(KRW),051-200-5331,부산광역시 사하구 장평로 245 ,1467
221,006580,대양제지,031701,"펄프, 종이 및 판지 제조업","26,850,000","13,425,000,000","500",원(KRW),031-490-9302,경기도 안산시 단원구  신원로 50 ,1467
222,007680,대원,064101,건물 건설업,"11,966,780","5,983,390,000","500",원(KRW),043-264-1115,충청북도 청주시 흥덕구 직지대로435번길 15(송정동) &nbsp,1467
223,048910,대원미디어,074607,기타 전문 도매업,"12,578,946","6,319,473,000","500",원(KRW),02-6373-3000,"서울특별시 용산구 한강대로23길 55 6층 1-1호(한강로3가,현대아이파크몰 테마파크) ",1467
224,005710,대원산업,033003,자동차 신품 부품 제조업,"20,037,600","10,018,800,000","500",원(KRW),031 -495 -2301,경기도 안산시 단원구 원시로 179 ,1467
225,290380,대유,032003,"비료, 농약 및 살균, 살충제 제조업","9,052,400","4,526,200,000","500",원(KRW),02-556-6293,"서울특별시 강남구 학동로77길 26 (청담동, 대유빌딩) ",1467
226,290120,대유에이피,033003,자동차 신품 부품 제조업,"10,884,299","5,442,149,500","500",원(KRW),063-210-3900,전라북도 완주군 봉동읍 완주산단8로 66 ,1467
227,120240,대정화금,032001,기초 화학물질 제조업,"7,135,391","3,567,695,500","500",원(KRW),031-488-8822,"경기도 시흥시 서해안로 186 대정화금(주) 정돵동, 시화공단 1다 107",1467
228,003310,대주산업,031008,동물용 사료 및 조제식품 제조업,"35,392,350","18,696,175,000","500",원(KRW),02  -2201-8107,서울특별시 광진구 구의강변로 44 (구의동),1467
229,078600,대주전자재료,032602,전자부품 제조업,"15,201,745","7,600,872,500","500",원(KRW),(031)498-2901,경기 시흥시 정왕동 1236-10 ,1467
230,096350,대창솔루션,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","163,761,009","16,376,100,900","100",원(KRW),052-711-7700,부산광역시 강서구 화전산단1로 155 화전동,1467
231,140520,대창스틸,032401,1차 철강 제조업,"20,000,000","10,000,000,000","500",원(KRW),032-816-7700,인천광역시 남동구 아암대로 1213 &nbsp,1467
232,131220,대한과학,074605,기계장비 및 관련 물품 도매업,"7,454,490","3,727,245,000","500",원(KRW),033-737-7500,강원도 원주시  지정면 신평석화로 326 대한과학,1467
233,010170,대한광통신,032803,절연선 및 케이블 제조업,"73,741,625","36,870,812,500","500",원(KRW),031  -494 -1011,경기도 안산시 단원구 장자골로 49 ,1467
234,060900,대한그린파워,032004,기타 화학제품 제조업,"153,287,035","15,328,703,500","100",원(KRW),070-4716-5300,전라남도 영광군 영광읍 그린테크로 23 - ,1467
235,054670,대한뉴팜,032102,의약품 제조업,"14,354,920","7,177,460,000","500",원(KRW),02-3415-7804,경기도 화성시 향남읍 상신리 904-3 ,1467
236,023910,대한약품,032102,의약품 제조업,"6,000,000","3,000,000,000","500",원(KRW),02-2678-8443,서울특별시 영등포구 선유로45길 3 ,1467
237,021040,대호피앤씨,032401,1차 철강 제조업,"73,112,826","38,677,646,000","500",원(KRW),055 -388 -4001,경상남도 양산시  산막공단북4길 13 (주)대호피앤씨 ,1467
